Project,groups,PL,MenDel.Name,Clone.ID,Sox2 (CAST),Sox2 (BL6),Fold Change,Activity,Paper
LCR CTCF,23-27 (Divergent CTCF),PL122,Sox2_DistalLCR_DHS23toDHS27~CTCF~Divergent,BL6/C PL122(Sox2_6_7)_20220202_C03,6.09,6.06,1.021,0.75,Brosh 2023
LCR CTCF,23-27 (Divergent CTCF),PL122,Sox2_DistalLCR_DHS23toDHS27~CTCF~Divergent,BL6/C PL122(Sox2_6_7)_20220202_D04,7.01,6.965,1.032,0.758,Brosh 2023
LCR CTCF,23-27 (Divergent CTCF),PL122,Sox2_DistalLCR_DHS23toDHS27~CTCF~Divergent,BL6/C PL122(Sox2_6_7)_20220202_F03,6.765,6.74,1.017,0.747,Brosh 2023
LCR CTCF,23-27 (dCTCF),PL121,Sox2_DistalLCR_DHS23toDHS27~dCTCF,BL6/C PL121(Sox2_6_7)_20220202_A01,5.76,5.985,0.856,0.627,Brosh 2023
LCR CTCF,23-27 (dCTCF),PL121,Sox2_DistalLCR_DHS23toDHS27~dCTCF,BL6/C PL121(Sox2_6_7)_20220202_C01,6.965,7.375,0.753,0.551,Brosh 2023
LCR CTCF,23-27 (dCTCF),PL121,Sox2_DistalLCR_DHS23toDHS27~dCTCF,BL6/C PL121(Sox2_6_7)_20220202_D02,6.11,6.48,0.774,0.567,Brosh 2023
LCR CTCF,23-27 (dCTCF),PL121,Sox2_DistalLCR_DHS23toDHS27~dCTCF,BL6/C PL121(Sox2_6_7)_20220202_E01,5.83,6.085,0.838,0.614,Brosh 2023
LCR CTCF,23-27 (dCTCF),PL121,Sox2_DistalLCR_DHS23toDHS27~dCTCF,BL6/C PL121(Sox2_6_7)_20220202_F01,7.02,7.25,0.853,0.625,Brosh 2023
syn26,syn26,PL157,Sox2_DistalLCR_DHS26~minimal,BL6/C PL157(Sox2_6_7)_20220406_B05,4.67,6.67,0.25,0.179,Brosh 2023
syn26,syn26,PL157,Sox2_DistalLCR_DHS26~minimal,BL6/C PL157(Sox2_6_7)_20220406_B06,4.72,6.73,0.248,0.178,Brosh 2023
syn26,syn26,PL157,Sox2_DistalLCR_DHS26~minimal,BL6/C PL157(Sox2_6_7)_20220406_C05,4.575,6.615,0.243,0.174,Brosh 2023
syn26,syn26,PL157,Sox2_DistalLCR_DHS26~minimal,BL6/C PL157(Sox2_6_7)_20220406_C06,4.495,6.52,0.246,0.176,Brosh 2023
syn26,syn26,PL157,Sox2_DistalLCR_DHS26~minimal,BL6/C PL157(Sox2_6_7)_20220406_D05,4.685,6.575,0.27,0.194,Brosh 2023
syn26,syn26,PL157,Sox2_DistalLCR_DHS26~minimal,BL6/C PL157(Sox2_6_7)_20220406_D06,4.38,6.515,0.228,0.163,Brosh 2023
syn26,syn26 (d5TFs),PL158,Sox2_DistalLCR_DHS26~minimal~d4TFBS,BL6/C PL158(Sox2_6_7)_20220406_B07,4.35,9.06,0.038,0.022,Brosh 2023
syn26,syn26 (d5TFs),PL158,Sox2_DistalLCR_DHS26~minimal~d4TFBS,BL6/C PL158(Sox2_6_7)_20220406_B08,4.325,9.205,0.034,0.019,Brosh 2023
syn26,syn26 (d5TFs),PL158,Sox2_DistalLCR_DHS26~minimal~d4TFBS,BL6/C PL158(Sox2_6_7)_20220406_C07,4.325,9.225,0.033,0.019,Brosh 2023
syn26,syn26 (d5TFs),PL158,Sox2_DistalLCR_DHS26~minimal~d4TFBS,BL6/C PL158(Sox2_6_7)_20220406_D08,4.115,8.845,0.038,0.022,Brosh 2023
syn26,syn26 (d5TFs),PL158,Sox2_DistalLCR_DHS26~minimal~d4TFBS,BL6/C PL158(Sox2_6_7)_20220406_E08,4.475,9.395,0.033,0.018,Brosh 2023
syn26,syn26 (d5TFs),PL158,Sox2_DistalLCR_DHS26~minimal~d4TFBS,BL6/C PL158(Sox2_6_7)_20220406_F07,4.175,8.905,0.038,0.022,Brosh 2023
Human orthoDHS,Orthologous to DHS23-DHS24,PL129,Sox2_hDistalLCR_orthoDHS23toDHS24,BL6/C PL129(Sox2_6_7)_20220112_B09,7.195,11.48,0.051,0.032,Brosh 2023
Human orthoDHS,Orthologous to DHS23-DHS24,PL129,Sox2_hDistalLCR_orthoDHS23toDHS24,BL6/C PL129(Sox2_6_7)_20220112_B10,6.27,10.205,0.065,0.042,Brosh 2023
Human orthoDHS,Orthologous to DHS23-DHS24,PL129,Sox2_hDistalLCR_orthoDHS23toDHS24,BL6/C PL129(Sox2_6_7)_20220112_C09,6.61,11.155,0.043,0.026,Brosh 2023
Human orthoDHS,Orthologous to DHS23-DHS24,PL129,Sox2_hDistalLCR_orthoDHS23toDHS24,BL6/C PL129(Sox2_6_7)_20220112_D10,6.235,10.335,0.058,0.037,Brosh 2023
Human orthoDHS,Orthologous to DHS23-DHS24,PL129,Sox2_hDistalLCR_orthoDHS23toDHS24,BL6/C PL129(Sox2_6_7)_20220112_E10,5.77,9.84,0.06,0.038,Brosh 2023
Human orthoDHS,Orthologous to DHS24,PL130,Sox2_hDistalLCR_orthoDHS24,BL6/C PL130(Sox2_6_7)_20220112_B11,6.325,11.01,0.039,0.023,Brosh 2023
Human orthoDHS,Orthologous to DHS24,PL130,Sox2_hDistalLCR_orthoDHS24,BL6/C PL130(Sox2_6_7)_20220112_C12,5.935,10.515,0.042,0.025,Brosh 2023
Human orthoDHS,Orthologous to DHS24,PL130,Sox2_hDistalLCR_orthoDHS24,BL6/C PL130(Sox2_6_7)_20220112_D12,6.175,11.03,0.035,0.02,Brosh 2023
Human orthoDHS,Orthologous to DHS24,PL130,Sox2_hDistalLCR_orthoDHS24,BL6/C PL130(Sox2_6_7)_20220112_E12,6.11,10.67,0.042,0.025,Brosh 2023
