Project,groups,PL,MenDel.Name,Clone.ID,Sox2 (CAST),Sox2 (BL6),Fold Change,Activity,Paper
Full locus,d1-8 & 13-14 & 17,PL148,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17,BL6/C PL148(Sox2_1_5)_20220720_E06,5.957,5.623,1.26,1.004,Brosh 2023
Full locus,d1-8 & 13-14 & 17,PL148,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17,BL6/C PL148(Sox2_1_5)_20220720_E08,5.93,5.663,1.203,0.958,Brosh 2023
Full locus,d1-8 & 13-14 & 17,PL148,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17,BL6/C PL148(Sox2_1_5)_20220720_G06,5.963,5.713,1.189,0.947,Brosh 2023
Full locus,d1-8 & 13-14 & 17,PL148,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17,BL6/C PL148(Sox2_1_5)_20220720_G07,6.177,5.91,1.203,0.958,Brosh 2023
Full locus,d1-8 & 13-14 & 17,PL148,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17,BL6/C PL148(Sox2_1_5)_20220720_H07,5.837,5.61,1.17,0.932,Brosh 2023
Full locus,d10-18,PL053,Sox2_Sox2_dIntervening,BL6/C PL053(Sox2_1_5)_20210509_C07,5.805,5.555,1.189,0.947,Brosh 2023
Full locus,d10-18,PL053,Sox2_Sox2_dIntervening,BL6/C PL053(Sox2_1_5)_20210509_C08,5.24,4.96,1.214,0.967,Brosh 2023
Full locus,d10-18,PL053,Sox2_Sox2_dIntervening,BL6/C PL053(Sox2_1_5)_20210509_F07,5.23,4.98,1.189,0.947,Brosh 2023
Full locus,d10-18,PL053,Sox2_Sox2_dIntervening,BL6/C PL053(Sox2_1_5)_20210509_H07,6.05,5.535,1.429,1.139,Brosh 2023
Full locus,d1-8 & 10 & 15,PL063,Sox2_Sox2_dProxEnhancers,BL6/C PL063(Sox2_1_5)_20210509_F09,5.855,6.465,0.655,0.519,Brosh 2023
Full locus,d1-8 & 10 & 15,PL063,Sox2_Sox2_dProxEnhancers,BL6/C PL063(Sox2_1_5)_20210509_F10,5.785,6.38,0.662,0.524,Brosh 2023
dAllCTCF,dAllCTCF,PL149,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17~dDistalCTCF,BL6/C PL149(Sox2_1_5)_20220720_B11,5.907,5.867,1.028,0.818,Brosh 2023
dAllCTCF,dAllCTCF,PL149,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17~dDistalCTCF,BL6/C PL149(Sox2_1_5)_20220720_C11,5.71,5.77,0.959,0.763,Brosh 2023
dAllCTCF,dAllCTCF,PL149,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17~dDistalCTCF,BL6/C PL149(Sox2_1_5)_20220720_D10,6.097,6.07,1.019,0.81,Brosh 2023
dAllCTCF,dAllCTCF,PL149,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17~dDistalCTCF,BL6/C PL149(Sox2_1_5)_20220720_E09,5.727,5.697,1.021,0.812,Brosh 2023
dAllCTCF,dAllCTCF,PL149,Sox2_Sox2_d5pProximal~dCTCF13toCTCF14andCTCF17~dDistalCTCF,BL6/C PL149(Sox2_1_5)_20220720_E10,5.987,5.92,1.047,0.833,Brosh 2023
WT LCR,WT LCR,PL018,Sox2_DistalLCR_WT,CT003_ Bl6/C_PL018(Sox2_6g_7g)_A3,5.322,4.891,1.348,0.992,Brosh 2023
WT LCR,WT LCR,PL018,Sox2_DistalLCR_WT,CT003_ Bl6/C_PL018(Sox2_6g_7g)_B1,5.931,5.478,1.369,1.008,Brosh 2023
DHS deletions,d25,PL029,Sox2_DistalLCR_dCTCF25,BL6/C PL029(Sox2_6_7)_20210502_A07,5.465,5.12,1.27,0.934,Brosh 2023
DHS deletions,d25,PL029,Sox2_DistalLCR_dCTCF25,BL6/C PL029(Sox2_6_7)_20210502_G07,5.255,4.93,1.253,0.921,Brosh 2023
DHS deletions,d25 & 26 & 28,PL022,Sox2_DistalLCR_dCTCF25andDHS26andCTCF28,BL6/C PL022(Sox2_6_7)_20210502_B01,5.1,5.265,0.892,0.654,Brosh 2023
DHS deletions,d25 & 26 & 28,PL022,Sox2_DistalLCR_dCTCF25andDHS26andCTCF28,BL6/C PL022(Sox2_6_7)_20210502_C02,5.14,5.4,0.835,0.612,Brosh 2023
DHS deletions,d28,PL027,Sox2_DistalLCR_dCTCF28,CT005_ Bl6/C_PL027(Sox2_6g_7g)_B5,6.635,6.175,1.376,1.012,Brosh 2023
DHS deletions,d28,PL027,Sox2_DistalLCR_dCTCF28,CT005_ Bl6/C_PL027(Sox2_6g_7g)_B6,7.18,6.85,1.257,0.925,Brosh 2023
DHS deletions,d19-20,PL050,Sox2_DistalLCR_dDHS19toDHS20,CT006_ Bl6/C_PL050(Sox2_6g_7g)_A3,7.29,6.795,1.409,1.037,Brosh 2023
DHS deletions,d19-20,PL050,Sox2_DistalLCR_dDHS19toDHS20,CT006_ Bl6/C_PL050(Sox2_6g_7g)_B1,6.795,6.455,1.266,0.931,Brosh 2023
DHS deletions,d19-20,PL050,Sox2_DistalLCR_dDHS19toDHS20,CT006_ Bl6/C_PL050(Sox2_6g_7g)_B11,6.355,5.96,1.315,0.968,Brosh 2023
DHS deletions,d19-20,PL050,Sox2_DistalLCR_dDHS19toDHS20,CT006_ Bl6/C_PL050(Sox2_6g_7g)_B2,6.095,5.635,1.376,1.012,Brosh 2023
DHS deletions,d19-20,PL050,Sox2_DistalLCR_dDHS19toDHS20,CT006_ Bl6/C_PL050(Sox2_6g_7g)_B3,6.03,5.675,1.279,0.941,Brosh 2023
DHS deletions,d19-20,PL050,Sox2_DistalLCR_dDHS19toDHS20,CT006_ Bl6/C_PL050(Sox2_6g_7g)_B6,6.06,5.7,1.283,0.944,Brosh 2023
DHS deletions,d20,PL024,Sox2_DistalLCR_dDHS20,CT004_ Bl6/C_PL024(Sox2_6g_7g)_B1,5.295,4.885,1.329,0.978,Brosh 2023
DHS deletions,d20,PL024,Sox2_DistalLCR_dDHS20,CT004_ Bl6/C_PL024(Sox2_6g_7g)_B3,7.275,6.88,1.315,0.968,Brosh 2023
DHS deletions,d20-23.3,PL034,Sox2_DistalLCR_dDHS20toDHS23~3,BL6/C PL034(Sox2_6_7)_20220323_B02,6.63,6.455,1.129,0.83,Brosh 2023
DHS deletions,d20-27,PL105,Sox2_DistalLCR_dDHS20toDHS27,BL6/C PL105(Sox2_6_7)_20220323_F06,4.89,9.675,0.036,0.021,Brosh 2023
DHS deletions,d21,PL034,Sox2_DistalLCR_dDHS21,BL6/C PL034(Sox2_6_7)_20210502_A05,6.2,5.535,1.586,1.168,Brosh 2023
DHS deletions,d21,PL034,Sox2_DistalLCR_dDHS21,BL6/C PL034(Sox2_6_7)_20210502_B05,6.545,5.98,1.479,1.089,Brosh 2023
DHS deletions,d21,PL034,Sox2_DistalLCR_dDHS21,BL6/C PL034(Sox2_6_7)_20220323_A01,5.57,4.98,1.505,1.108,Brosh 2023
DHS deletions,d21,PL034,Sox2_DistalLCR_dDHS21,BL6/C PL034(Sox2_6_7)_20220323_E01,5.34,4.915,1.343,0.988,Brosh 2023
DHS deletions,d21,PL034,Sox2_DistalLCR_dDHS21,BL6/C PL034(Sox2_6_7)_20220323_F01,5.635,5.1,1.449,1.067,Brosh 2023
DHS deletions,d21,PL034,Sox2_DistalLCR_dDHS21,BL6/C PL034(Sox2_6_7)_20220323_G01,5.66,5.09,1.485,1.093,Brosh 2023
DHS deletions,d21,PL034,Sox2_DistalLCR_dDHS21,BL6/C PL034(Sox2_6_7)_20220323_H02,5.295,4.88,1.333,0.981,Brosh 2023
DHS deletions,d21 & 28,PL034,Sox2_DistalLCR_dDHS21andCTCF28,BL6/C PL034(Sox2_6_7)_20210502_C06,5.14,4.74,1.32,0.971,Brosh 2023
DHS deletions,d21-22,PL026,Sox2_DistalLCR_dDHS21toDHS22,BL6/C PL026(Sox2_6_7)_20210721_D02,5.565,5.155,1.329,0.978,Brosh 2023
DHS deletions,d21-22,PL026,Sox2_DistalLCR_dDHS21toDHS22,BL6/C PL026(Sox2_6_7)_20210721_F01,5.72,5.205,1.429,1.052,Brosh 2023
DHS deletions,d21-22,PL026,Sox2_DistalLCR_dDHS21toDHS22,BL6/C PL026(Sox2_6_7)_20210721_F02,5.505,5.065,1.357,0.998,Brosh 2023
DHS deletions,d21-22,PL026,Sox2_DistalLCR_dDHS21toDHS22,BL6/C PL026(Sox2_6_7)_20210923_B01,6.225,5.76,1.38,1.016,Brosh 2023
DHS deletions,d21-22,PL026,Sox2_DistalLCR_dDHS21toDHS22,BL6/C PL026(Sox2_6_7)_20210923_E01,4.995,8.075,0.118,0.082,Brosh 2023
DHS deletions,d21-22,PL026,Sox2_DistalLCR_dDHS21toDHS22,BL6/C PL026(Sox2_6_7)_20210923_G01,6.02,5.405,1.532,1.128,Brosh 2023
DHS deletions,d21-22,PL026,Sox2_DistalLCR_dDHS21toDHS22,CT010_Bl6/C_PL026(Sox2_6g_7g)_A8,7.12,6.6,1.434,1.056,Brosh 2023
DHS deletions,d21-22,PL026,Sox2_DistalLCR_dDHS21toDHS22,CT010_Bl6/C_PL026(Sox2_6g_7g)_B3,7.035,6.66,1.297,0.954,Brosh 2023
DHS deletions,d23,PL028,Sox2_DistalLCR_dDHS23,BL6/C PL028(Sox2_6_7)_20210502_A04,5.22,5.26,0.973,0.714,Brosh 2023
DHS deletions,d23,PL028,Sox2_DistalLCR_dDHS23,BL6/C PL028(Sox2_6_7)_20210502_F04,4.915,5.125,0.865,0.634,Brosh 2023
DHS deletions,d23-25,PL077,Sox2_DistalLCR_dDHS23toCTCF25,BL6/C PL077(Sox2_6_7)_20220323_D04,5.855,6.975,0.46,0.335,Brosh 2023
DHS deletions,d23-25,PL077,Sox2_DistalLCR_dDHS23toCTCF25,BL6/C PL077(Sox2_6_7)_20220323_F03,5.13,6.435,0.405,0.294,Brosh 2023
DHS deletions,d23-25,PL077,Sox2_DistalLCR_dDHS23toCTCF25,BL6/C PL077(Sox2_6_7)_20220323_H04,5.105,6.455,0.392,0.284,Brosh 2023
DHS deletions,d23-24,PL105,Sox2_DistalLCR_dDHS23toDHS24,BL6/C PL105(Sox2_6_7)_20220323_B05,4.93,6.26,0.398,0.288,Brosh 2023
DHS deletions,d23-24,PL105,Sox2_DistalLCR_dDHS23toDHS24,BL6/C PL105(Sox2_6_7)_20220323_B06,5.615,6.755,0.454,0.33,Brosh 2023
DHS deletions,d23-24,PL105,Sox2_DistalLCR_dDHS23toDHS24,BL6/C PL105(Sox2_6_7)_20220323_C06,5.02,6.2,0.441,0.321,Brosh 2023
DHS deletions,d23-24,PL105,Sox2_DistalLCR_dDHS23toDHS24,BL6/C PL105(Sox2_6_7)_20220323_D06,5.155,6.43,0.413,0.3,Brosh 2023
DHS deletions,d23-24,PL105,Sox2_DistalLCR_dDHS23toDHS24,BL6/C PL105(Sox2_6_7)_20220323_E05,5.3,6.7,0.379,0.275,Brosh 2023
DHS deletions,d23-27,PL020,Sox2_DistalLCR_dDHS23toDHS27,CT009_Bl6/C_PL020(Sox2_6g_7g)_A12,6.895,11.155,0.052,0.033,Brosh 2023
DHS deletions,d23-27,PL020,Sox2_DistalLCR_dDHS23toDHS27,CT009_Bl6/C_PL020(Sox2_6g_7g)_A4,6.675,10.47,0.072,0.047,Brosh 2023
DHS deletions,d23-27,PL020,Sox2_DistalLCR_dDHS23toDHS27,CT009_Bl6/C_PL020(Sox2_6g_7g)_B11,6.02,10.07,0.06,0.039,Brosh 2023
DHS deletions,d23-27,PL020,Sox2_DistalLCR_dDHS23toDHS27,CT009_Bl6/C_PL020(Sox2_6g_7g)_B2,8.165,12.58,0.047,0.029,Brosh 2023
DHS deletions,d23-27,PL020,Sox2_DistalLCR_dDHS23toDHS27,CT009_Bl6/C_PL020(Sox2_6g_7g)_B3,5.82,10.135,0.05,0.031,Brosh 2023
DHS deletions,d24,PL030,Sox2_DistalLCR_dDHS24,BL6/C PL030(Sox2_6_7)_20210502_A01,5.185,5.985,0.574,0.419,Brosh 2023
DHS deletions,d24,PL030,Sox2_DistalLCR_dDHS24,BL6/C PL030(Sox2_6_7)_20210502_C02,4.72,5.565,0.557,0.406,Brosh 2023
DHS deletions,d24,PL030,Sox2_DistalLCR_dDHS24,BL6/C PL030(Sox2_6_7)_20210502_E01,4.73,5.46,0.603,0.44,Brosh 2023
DHS deletions,d26,PL031,Sox2_DistalLCR_dDHS26,BL6/C PL031(Sox2_6_7)_20210502_D04,6.455,6.54,0.943,0.692,Brosh 2023
DHS deletions,d26,PL031,Sox2_DistalLCR_dDHS26,BL6/C PL031(Sox2_6_7)_20210502_G03,6.65,6.655,0.997,0.732,Brosh 2023
DHS deletions,d26,PL031,Sox2_DistalLCR_dDHS26,BL6/C PL031(Sox2_6_7)_20210528_B02,5.44,5.46,0.986,0.724,Brosh 2023
DHS deletions,d26.2-27 & 28,PL027,Sox2_DistalLCR_dDHS26toDHS27andCTCF28,CT005_ Bl6/C_PL027(Sox2_6g_7g)_B4,7.135,6.86,1.21,0.89,Brosh 2023
DHS deletions,d27,PL025,Sox2_DistalLCR_dDHS27,BL6/C PL025(Sox2_6_7)_20210502_D03,5.5,5.125,1.297,0.954,Brosh 2023
DHS deletions,d27,PL025,Sox2_DistalLCR_dDHS27,BL6/C PL025(Sox2_6_7)_20210528_D01,5.315,4.99,1.253,0.921,Brosh 2023
Sufficiency,2x24,PL119,Sox2_DistalLCR_2xDHS24,BL6/C PL119(Sox2_6_7)_20211201_A08,5.995,6.29,0.815,0.597,Brosh 2023
Sufficiency,2x24,PL119,Sox2_DistalLCR_2xDHS24,BL6/C PL119(Sox2_6_7)_20211201_C08,6.405,6.84,0.74,0.542,Brosh 2023
Sufficiency,2x24,PL119,Sox2_DistalLCR_2xDHS24,BL6/C PL119(Sox2_6_7)_20211201_D07,6.575,6.98,0.755,0.553,Brosh 2023
Sufficiency,2x24,PL119,Sox2_DistalLCR_2xDHS24,BL6/C PL119(Sox2_6_7)_20211201_D08,5.995,6.43,0.74,0.542,Brosh 2023
Sufficiency,2x24,PL119,Sox2_DistalLCR_2xDHS24,BL6/C PL119(Sox2_6_7)_20211201_F08,7.705,8.275,0.674,0.493,Brosh 2023
Sufficiency,2x24,PL119,Sox2_DistalLCR_2xDHS24,BL6/C PL119(Sox2_6_7)_20211201_G07,5.975,6.205,0.853,0.625,Brosh 2023
Sufficiency,25-26,PL165,Sox2_DistalLCR_CTCF25toDHS26,BL6/C PL165(Sox2_6_7)_20220725_A12,5.503,8.003,0.177,0.125,Brosh 2023
Sufficiency,25-26,PL165,Sox2_DistalLCR_CTCF25toDHS26,BL6/C PL165(Sox2_6_7)_20220725_B11,5.233,7.8,0.169,0.119,Brosh 2023
Sufficiency,25-26,PL165,Sox2_DistalLCR_CTCF25toDHS26,BL6/C PL165(Sox2_6_7)_20220725_D10,6.357,9.187,0.141,0.098,Brosh 2023
Sufficiency,25-26,PL165,Sox2_DistalLCR_CTCF25toDHS26,BL6/C PL165(Sox2_6_7)_20220725_D11,6.24,8.797,0.17,0.12,Brosh 2023
Sufficiency,25-26,PL165,Sox2_DistalLCR_CTCF25toDHS26,BL6/C PL165(Sox2_6_7)_20220725_E10,5.517,7.93,0.188,0.133,Brosh 2023
Sufficiency,25-26,PL165,Sox2_DistalLCR_CTCF25toDHS26,BL6/C PL165(Sox2_6_7)_20220725_E11,5.75,8.307,0.17,0.12,Brosh 2023
Sufficiency,23,PL110,Sox2_DistalLCR_DHS23,BL6/C PL110(Sox2_6_7)_20220112_C02,5.665,9.735,0.06,0.038,Brosh 2023
Sufficiency,23,PL110,Sox2_DistalLCR_DHS23,BL6/C PL110(Sox2_6_7)_20220112_D01,6.085,10.135,0.06,0.039,Brosh 2023
Sufficiency,23,PL110,Sox2_DistalLCR_DHS23,BL6/C PL110(Sox2_6_7)_20220112_D02,5.9,9.92,0.062,0.04,Brosh 2023
Sufficiency,23,PL110,Sox2_DistalLCR_DHS23,BL6/C PL110(Sox2_6_7)_20220112_E02,6.44,10.31,0.068,0.045,Brosh 2023
Sufficiency,23 & 25,PL113,Sox2_DistalLCR_DHS23andCTCF25,BL6/C PL113(Sox2_6_7)_20220112_B07,5.77,10.005,0.053,0.033,Brosh 2023
Sufficiency,23 & 25,PL113,Sox2_DistalLCR_DHS23andCTCF25,BL6/C PL113(Sox2_6_7)_20220112_B08,6.51,10.43,0.066,0.043,Brosh 2023
Sufficiency,23 & 25,PL113,Sox2_DistalLCR_DHS23andCTCF25,BL6/C PL113(Sox2_6_7)_20220112_C08,5.93,9.835,0.067,0.043,Brosh 2023
Sufficiency,23 & 25,PL113,Sox2_DistalLCR_DHS23andCTCF25,BL6/C PL113(Sox2_6_7)_20220112_F08,6.35,10.175,0.071,0.046,Brosh 2023
Sufficiency,23-24,PL111,Sox2_DistalLCR_DHS23andDHS24,BL6/C PL111(Sox2_6_7)_20220112_A03,6.17,6.61,0.737,0.54,Brosh 2023
Sufficiency,23-24,PL111,Sox2_DistalLCR_DHS23andDHS24,BL6/C PL111(Sox2_6_7)_20220112_A04,7.04,7.46,0.747,0.547,Brosh 2023
Sufficiency,23-24,PL111,Sox2_DistalLCR_DHS23andDHS24,BL6/C PL111(Sox2_6_7)_20220112_B03,6.325,6.76,0.74,0.542,Brosh 2023
Sufficiency,23-24,PL111,Sox2_DistalLCR_DHS23andDHS24,BL6/C PL111(Sox2_6_7)_20220112_B04,6.22,6.73,0.702,0.514,Brosh 2023
Sufficiency,23-24,PL111,Sox2_DistalLCR_DHS23andDHS24,BL6/C PL111(Sox2_6_7)_20220112_C03,6.455,6.9,0.735,0.538,Brosh 2023
Sufficiency,23 & 26,PL146,Sox2_DistalLCR_DHS23andDHS26,BL6/C PL146(Sox2_6_7)_20220323_B10,5.02,6.615,0.331,0.239,Brosh 2023
Sufficiency,23 & 26,PL146,Sox2_DistalLCR_DHS23andDHS26,BL6/C PL146(Sox2_6_7)_20220323_C10,5.1,6.56,0.363,0.263,Brosh 2023
Sufficiency,23 & 26,PL146,Sox2_DistalLCR_DHS23andDHS26,BL6/C PL146(Sox2_6_7)_20220323_D10,5.425,6.875,0.366,0.265,Brosh 2023
Sufficiency,23 & 26,PL146,Sox2_DistalLCR_DHS23andDHS26,BL6/C PL146(Sox2_6_7)_20220323_E10,5.25,6.8,0.342,0.247,Brosh 2023
Sufficiency,23-25,PL078,Sox2_DistalLCR_DHS23toCTCF25,BL6/C PL078(Sox2_6_7)_20210923_C03,5.87,6.05,0.883,0.647,Brosh 2023
Sufficiency,23-25,PL078,Sox2_DistalLCR_DHS23toCTCF25,BL6/C PL078(Sox2_6_7)_20210923_E03,5.89,6.19,0.812,0.595,Brosh 2023
Sufficiency,23-25,PL078,Sox2_DistalLCR_DHS23toCTCF25,BL6/C PL078(Sox2_6_7)_20210923_E04,6.085,6.475,0.763,0.559,Brosh 2023
Sufficiency,23-26,PL112,Sox2_DistalLCR_DHS23toDHS26,BL6/C PL112(Sox2_6_7)_20220112_A06,6.195,6.065,1.094,0.804,Brosh 2023
Sufficiency,23-26,PL112,Sox2_DistalLCR_DHS23toDHS26,BL6/C PL112(Sox2_6_7)_20220112_B06,6.21,5.82,1.31,0.964,Brosh 2023
Sufficiency,23-26,PL112,Sox2_DistalLCR_DHS23toDHS26,BL6/C PL112(Sox2_6_7)_20220112_C06,6.27,6.06,1.157,0.85,Brosh 2023
Sufficiency,23-26,PL112,Sox2_DistalLCR_DHS23toDHS26,BL6/C PL112(Sox2_6_7)_20220112_D05,6.795,6.525,1.206,0.887,Brosh 2023
Sufficiency,23-27,PL075,Sox2_DistalLCR_DHS23toDHS27,BL6/C PL075(Sox2_6_7)_20210623_A02,4.998,4.603,1.315,0.968,Brosh 2023
Sufficiency,23-27,PL075,Sox2_DistalLCR_DHS23toDHS27,BL6/C PL075(Sox2_6_7)_20210623_B04,5.37,5.04,1.257,0.925,Brosh 2023
Sufficiency,23-27,PL075,Sox2_DistalLCR_DHS23toDHS27,BL6/C PL075(Sox2_6_7)_20210623_D04,6.455,6.095,1.283,0.944,Brosh 2023
Sufficiency,23-27,PL075,Sox2_DistalLCR_DHS23toDHS27,BL6/C PL075(Sox2_6_7)_20210623_F01,5.06,4.77,1.223,0.899,Brosh 2023
Sufficiency,23-27,PL075,Sox2_DistalLCR_DHS23toDHS27,BL6/C PL075(Sox2_6_7)_20210623_F04,6.795,6.5,1.227,0.902,Brosh 2023
Sufficiency,24,PL083,Sox2_DistalLCR_DHS24,BL6/C PL083(Sox2_6_7)_20210923_D07,5.705,6.955,0.42,0.305,Brosh 2023
Sufficiency,24,PL083,Sox2_DistalLCR_DHS24,BL6/C PL083(Sox2_6_7)_20210923_E07,5.58,6.845,0.416,0.302,Brosh 2023
Sufficiency,24,PL083,Sox2_DistalLCR_DHS24,BL6/C PL083(Sox2_6_7)_20210923_F07,5.58,6.945,0.388,0.281,Brosh 2023
Sufficiency,24,PL083,Sox2_DistalLCR_DHS24,BL6/C PL083(Sox2_6_7)_20210923_H07,6.09,7.45,0.39,0.282,Brosh 2023
Sufficiency,24 & 26,PL147,Sox2_DistalLCR_DHS24andDHS26,BL6/C PL147(Sox2_6_7)_20220323_A12,5.735,6.42,0.622,0.454,Brosh 2023
Sufficiency,24 & 26,PL147,Sox2_DistalLCR_DHS24andDHS26,BL6/C PL147(Sox2_6_7)_20220323_C11,6.495,7.155,0.633,0.463,Brosh 2023
Sufficiency,24 & 26,PL147,Sox2_DistalLCR_DHS24andDHS26,BL6/C PL147(Sox2_6_7)_20220323_E11,6.635,7.18,0.685,0.501,Brosh 2023
Sufficiency,24 & 26,PL147,Sox2_DistalLCR_DHS24andDHS26,BL6/C PL147(Sox2_6_7)_20220323_G11,5.085,5.75,0.631,0.461,Brosh 2023
Sufficiency,24 & 26,PL147,Sox2_DistalLCR_DHS24andDHS26,BL6/C PL147(Sox2_6_7)_20220323_H11,4.95,5.575,0.648,0.474,Brosh 2023
Sufficiency,24-25,PL084,Sox2_DistalLCR_DHS24toCTCF25,BL6/C PL084(Sox2_6_7)_20210923_B10,6.06,7.145,0.471,0.343,Brosh 2023
Sufficiency,24-25,PL084,Sox2_DistalLCR_DHS24toCTCF25,BL6/C PL084(Sox2_6_7)_20210923_C10,5.82,6.81,0.503,0.367,Brosh 2023
Sufficiency,24-25,PL084,Sox2_DistalLCR_DHS24toCTCF25,BL6/C PL084(Sox2_6_7)_20210923_G10,5.92,7.33,0.376,0.273,Brosh 2023
Sufficiency,24-25,PL084,Sox2_DistalLCR_DHS24toCTCF25,BL6/C PL084(Sox2_6_7)_20210923_H10,6.28,7.605,0.399,0.289,Brosh 2023
Sufficiency,24-28,PL095,Sox2_DistalLCR_DHS24toCTCF28,BL6/C PL095(Sox2_6_7)_20210721_C05,5.62,5.98,0.779,0.571,Brosh 2023
Sufficiency,24-28,PL095,Sox2_DistalLCR_DHS24toCTCF28,BL6/C PL095(Sox2_6_7)_20210721_D04,5.445,5.88,0.74,0.542,Brosh 2023
Sufficiency,24-28,PL095,Sox2_DistalLCR_DHS24toCTCF28,BL6/C PL095(Sox2_6_7)_20210721_E04,5.585,6.225,0.642,0.469,Brosh 2023
Sufficiency,26,PL145,Sox2_DistalLCR_DHS26,BL6/C PL145(Sox2_6_7)_20220323_A07,4.78,7.185,0.189,0.134,Brosh 2023
Sufficiency,26,PL145,Sox2_DistalLCR_DHS26,BL6/C PL145(Sox2_6_7)_20220323_B07,5.1,7.31,0.216,0.154,Brosh 2023
Sufficiency,26,PL145,Sox2_DistalLCR_DHS26,BL6/C PL145(Sox2_6_7)_20220323_C07,4.72,7.02,0.203,0.144,Brosh 2023
Sufficiency,26,PL145,Sox2_DistalLCR_DHS26,BL6/C PL145(Sox2_6_7)_20220323_D07,4.86,7.225,0.194,0.138,Brosh 2023
Sufficiency,26,PL145,Sox2_DistalLCR_DHS26,BL6/C PL145(Sox2_6_7)_20220323_E07,4.69,7.025,0.198,0.141,Brosh 2023
Sufficiency,26,PL145,Sox2_DistalLCR_DHS26,BL6/C PL145(Sox2_6_7)_20220323_F07,4.755,7.215,0.182,0.129,Brosh 2023
DHSs 19 & 20,19,PL123,Sox2_DistalLCR_dDHS20toCTCF28,BL6/C PL123(Sox2_6_7)_20210923_F01,5.385,10.125,0.037,0.022,Brosh 2023
DHSs 19 & 20,19 & 25-26,PL168,Sox2_DistalLCR_DHS19andCTCF25toDHS26,BL6/C PL168(Sox2_6_7)_20220914_A01,4.82,7.03,0.216,0.154,Brosh 2023
DHSs 19 & 20,19 & 25-26,PL168,Sox2_DistalLCR_DHS19andCTCF25toDHS26,BL6/C PL168(Sox2_6_7)_20220914_A09,4.783,6.873,0.235,0.168,Brosh 2023
DHSs 19 & 20,19 & 25-26,PL168,Sox2_DistalLCR_DHS19andCTCF25toDHS26,BL6/C PL168(Sox2_6_7)_20220914_B02,5.783,8.137,0.196,0.139,Brosh 2023
DHSs 19 & 20,19 & 25-26,PL168,Sox2_DistalLCR_DHS19andCTCF25toDHS26,BL6/C PL168(Sox2_6_7)_20220914_B04,4.863,7.053,0.219,0.156,Brosh 2023
DHSs 19 & 20,19 & 20,PL164,Sox2_DistalLCR_DHS19andDHS20,BL6/C PL164(Sox2_6_7)_20220725_B07,5.523,8.137,0.163,0.115,Brosh 2023
DHSs 19 & 20,19 & 20,PL164,Sox2_DistalLCR_DHS19andDHS20,BL6/C PL164(Sox2_6_7)_20220725_E07,5.62,8.537,0.132,0.092,Brosh 2023
DHSs 19 & 20,19 & 20,PL164,Sox2_DistalLCR_DHS19andDHS20,BL6/C PL164(Sox2_6_7)_20220725_E08,5.31,8.423,0.116,0.08,Brosh 2023
DHSs 19 & 20,19 & 20,PL164,Sox2_DistalLCR_DHS19andDHS20,BL6/C PL164(Sox2_6_7)_20220725_F08,5.363,8.543,0.11,0.076,Brosh 2023
DHSs 19 & 20,19 & 20,PL164,Sox2_DistalLCR_DHS19andDHS20,BL6/C PL164(Sox2_6_7)_20220725_G07,5.453,8.137,0.156,0.109,Brosh 2023
DHSs 19 & 20,19 & 20 & 25-26,PL118,Sox2_DistalLCR_DHS19andDHS20andCTCF25toDHS26,BL6/C PL118(Sox2_6_7)_20220126_A09,6.64,7.045,0.755,0.553,Brosh 2023
DHSs 19 & 20,19 & 20 & 25-26,PL118,Sox2_DistalLCR_DHS19andDHS20andCTCF25toDHS26,BL6/C PL118(Sox2_6_7)_20220126_B09,6.405,6.81,0.755,0.553,Brosh 2023
DHSs 19 & 20,19 & 20 & 25-26,PL118,Sox2_DistalLCR_DHS19andDHS20andCTCF25toDHS26,BL6/C PL118(Sox2_6_7)_20220126_B10,6.46,6.86,0.758,0.555,Brosh 2023
DHSs 19 & 20,19 & 20 & 25-26,PL118,Sox2_DistalLCR_DHS19andDHS20andCTCF25toDHS26,BL6/C PL118(Sox2_6_7)_20220126_C09,6.3,6.795,0.71,0.519,Brosh 2023
DHSs 19 & 20,20,PL163,Sox2_DistalLCR_DHS20,BL6/C PL163(Sox2_6_7)_20220725_B04,5.217,9.86,0.04,0.024,Brosh 2023
DHSs 19 & 20,20,PL163,Sox2_DistalLCR_DHS20,BL6/C PL163(Sox2_6_7)_20220725_C05,5.63,9.887,0.052,0.033,Brosh 2023
DHSs 19 & 20,20,PL163,Sox2_DistalLCR_DHS20,BL6/C PL163(Sox2_6_7)_20220725_D04,5.387,9.823,0.046,0.028,Brosh 2023
DHSs 19 & 20,20,PL163,Sox2_DistalLCR_DHS20,BL6/C PL163(Sox2_6_7)_20220725_F04,5.523,9.467,0.065,0.042,Brosh 2023
